state,city,population,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society
New Hampshire,Newfields,"1,761",27,3,23,1
New Hampshire,New Hampton,"2,433",93,18,50,25
New Hampshire,Newington,817,115,18,94,3
New Hampshire,New Ipswich,"5,333",128,36,76,16
New Hampshire,New London,"4,354",74,26,40,8
New Hampshire,Newmarket,"9,417",244,84,138,22
New Hampshire,Newport,"6,411",352,126,167,59
New Hampshire,Northfield,"4,998",147,54,86,7
New Hampshire,Northwood,"4,670",87,22,57,8
New Hampshire,Orford,"1,253",26,8,16,2
New Hampshire,Ossipee,"4,565",200,70,112,18
New Hampshire,Pelham,"14,364",445,120,269,56
New Hampshire,Pembroke,"7,684",270,126,114,30
New Hampshire,Peterborough,"6,479",269,65,106,98
New Hampshire,Piermont,778,12,2,8,2
New Hampshire,Pittsburg,806,5,1,2,2
New Hampshire,Pittsfield,"4,155",118,61,50,7
New Hampshire,Plainfield,"2,505",38,8,26,4
New Hampshire,Plaistow,"7,856",154,40,104,10
New Hampshire,Plymouth,"6,658",377,129,205,43
New Hampshire,Portsmouth,"22,513","1,049",350,633,66
New Hampshire,Raymond,"10,996",354,134,183,37
New Hampshire,Rindge,"6,633",215,40,131,44
New Hampshire,Rochester,"33,098","1,799",578,"1,028",193
New Hampshire,Rollinsford,"2,646",53,16,36,1
New Hampshire,Roxbury,226,0,0,0,0
New Hampshire,Rumney,"1,513",6,2,4,0
New Hampshire,Rye,"5,550",78,22,52,4
New Hampshire,Salem,"30,712","1,358",300,889,169
New Hampshire,Sanbornton,"3,072",45,15,28,2
New Hampshire,Sandown,"6,575",135,48,62,25
New Hampshire,Somersworth,"12,160",681,203,410,68
New Hampshire,South Hampton,896,7,2,4,1
New Hampshire,Springfield,"1,316",16,3,10,3
New Hampshire,Stoddard,"1,422",0,0,0,0
New Hampshire,Strafford,"4,324",18,11,5,2
New Hampshire,Stratham,"7,844",114,25,79,10
New Hampshire,Sugar Hill,662,1,0,1,0
New Hampshire,Sunapee,"3,457",105,42,46,17
New Hampshire,Sutton,"2,038",8,7,0,1
New Hampshire,Swanzey,"7,468",175,80,79,16
New Hampshire,Tamworth,"2,949",57,11,42,4
New Hampshire,Thornton,"2,785",36,12,15,9
New Hampshire,Tilton,"4,106",383,89,262,32
New Hampshire,Tuftonboro,"2,614",57,16,39,2
New Hampshire,Wakefield,"6,315",162,57,66,39
New Hampshire,Warner,"2,969",43,8,28,7
New Hampshire,Warren,840,0,0,0,0
New Hampshire,Washington,"1,221",3,1,2,0
New Hampshire,Waterville Valley,510,28,6,21,1
New Hampshire,Weare,"9,213",212,66,81,65
New Hampshire,Webster,"1,976",44,12,27,5
New Hampshire,Wentworth,856,6,0,6,0
New Hampshire,Whitefield,"2,563",35,12,18,5
New Hampshire,Wilmot,"1,444",3,2,0,1
New Hampshire,Wilton,"3,994",132,55,56,21
New Hampshire,Winchester,"4,246",117,44,64,9
New Hampshire,Windham,"15,994",301,98,179,24
New Hampshire,Wolfeboro,"6,710",301,105,121,75
New Hampshire,Woodstock,"1,454",85,27,49,9
New Jersey,Aberdeen Township,"19,345",383,137,219,27
New Jersey,Absecon,"9,153",769,183,478,108
New Jersey,Alpine,"1,743",49,0,49,0
New Jersey,Andover Township,"6,227",52,19,30,3
New Jersey,Atlantic City,"38,502","7,256","1,864","4,768",624
New Jersey,Audubon,"8,665",340,38,297,5
New Jersey,Barnegat Township,"25,142",406,183,173,50
New Jersey,Barrington,"7,013",256,38,150,68
New Jersey,Beach Haven,"1,082",121,6,115,0
New Jersey,Beachwood,"11,188",317,94,209,14
New Jersey,Belleville,"37,348","1,419",386,"1,012",21
New Jersey,Berkeley Heights Township,"13,096",182,43,135,4
New Jersey,Berlin,"7,522",270,30,188,52
New Jersey,Bernards Township,"27,682",166,8,156,2
New Jersey,Bernardsville,"7,786",84,9,75,0
New Jersey,Bloomfield,"52,663","1,310",183,"1,107",20
New Jersey,Bloomingdale,"7,616",196,43,137,16
New Jersey,Boonton,"8,805",163,33,128,2
New Jersey,Boonton Township,"4,387",41,11,30,0
New Jersey,Bridgeton,"26,524","2,048",794,"1,187",67
New Jersey,Brigantine,"7,642",157,32,112,13
New Jersey,Brooklawn,"1,802",375,71,267,37
New Jersey,Burlington Township,"23,927",464,73,333,58
New Jersey,Caldwell,"8,734",72,16,54,2
New Jersey,Cape May,"2,845",187,19,162,6
New Jersey,Carlstadt,"6,316",242,65,177,0
New Jersey,Carney's Point Township,"8,763",224,39,171,14
New Jersey,Cedar Grove Township,"13,822",145,9,136,0
New Jersey,Clark Township,"15,308",521,71,437,13
New Jersey,Clayton,"9,017",161,73,73,15
New Jersey,Clinton Township,"13,759",200,7,128,65
New Jersey,Closter,"8,474",72,6,63,3
New Jersey,Collingswood,"14,108",834,206,604,24
New Jersey,Cranbury Township,"3,989",82,11,64,7
New Jersey,Cranford Township,"24,133",552,62,458,32
New Jersey,Cresskill,"9,069",36,1,35,0
New Jersey,Deal,892,52,6,45,1
New Jersey,Delran Township,"17,822",404,37,352,15
New Jersey,Denville Township,"17,119",271,32,207,32
New Jersey,Dumont,"18,533",197,45,148,4
New Jersey,Eastampton Township,"6,319",210,39,143,28
New Jersey,East Brunswick Township,"49,038","1,566",336,"1,095",135
New Jersey,East Hanover Township,"11,103",273,12,258,3
New Jersey,Eatontown,"13,607",532,113,411,8
New Jersey,Edgewater,"14,793",235,17,213,5
New Jersey,Egg Harbor City,"4,402",312,78,219,15
New Jersey,Egg Harbor Township,"47,747","2,168",541,"1,537",90
New Jersey,Elizabeth,"134,065","7,929","2,212","5,285",432
New Jersey,Elmwood Park,"21,154",762,233,505,24
New Jersey,Englewood,"28,975","1,122",402,659,61
New Jersey,Englewood Cliffs,"5,352",96,1,92,3
New Jersey,Evesham Township,"49,166","1,468",233,"1,104",131
New Jersey,Ewing Township,"37,408","1,694",331,"1,267",96
New Jersey,"Fairfield Township, Essex County","7,777",144,32,109,3
New Jersey,Florham Park,"13,685",163,41,114,8
New Jersey,Fort Lee,"39,636","1,344",330,975,39
New Jersey,Franklin,"4,983",109,16,86,7
New Jersey,Franklin Lakes,"10,899",199,23,168,8
New Jersey,"Franklin Township, Gloucester County","16,579",730,195,378,157
New Jersey,Galloway Township,"37,961","1,594",485,998,111
New Jersey,Garfield,"32,351",856,159,688,9
New Jersey,Glen Ridge,"7,620",229,49,176,4
New Jersey,Glen Rock,"12,017",185,25,159,1
New Jersey,Gloucester Township,"65,848","1,771",381,"1,278",112
New Jersey,Hackensack,"45,413","1,856",401,"1,399",56
New Jersey,Haddonfield,"12,467",326,40,278,8
New Jersey,Haddon Heights,"7,461",131,8,101,22
New Jersey,Hamburg,"3,311",29,14,13,2
New Jersey,"Hamilton Township, Atlantic County","28,658","1,127",269,797,61
New Jersey,"Hamilton Township, Mercer County","91,408","3,737",675,"2,715",347
New Jersey,Hanover Township,"14,630",417,53,333,31
New Jersey,Hardyston Township,"8,351",127,47,80,0
New Jersey,Harrison Township,"13,886",266,85,143,38
New Jersey,Hawthorne,"19,163",207,29,161,17
New Jersey,Hazlet Township,"20,547",329,82,236,11
New Jersey,Highland Park,"14,914",329,102,213,14
New Jersey,Hightstown,"5,859",195,96,97,2
New Jersey,Hillsborough Township,"42,893",623,339,226,58
New Jersey,Hillside Township,"22,026","1,401",195,"1,141",65
New Jersey,Hoboken,"56,882","1,525",288,"1,146",91
New Jersey,Hopatcong,"14,561",112,53,55,4
New Jersey,Hopewell Township,"17,339",307,72,224,11
New Jersey,Jackson Township,"60,762",431,125,277,29
New Jersey,Jefferson Township,"20,498",92,22,65,5
New Jersey,Jersey City,"276,300","7,225","1,814","5,323",88
New Jersey,Kenilworth,"8,280",165,14,145,6
New Jersey,Kinnelon,"9,983",112,6,104,2
New Jersey,Lacey Township,"29,903",779,208,507,64
New Jersey,Lakehurst,"2,708",127,38,48,41
New Jersey,Lakewood Township,"141,190","2,496",631,"1,674",191
New Jersey,Lawnside,"3,343",213,21,189,3
New Jersey,"Lawrence Township, Mercer County","32,949","1,235",222,977,36
New Jersey,Leonia,"9,198",165,20,136,9
New Jersey,Lincoln Park,"10,904",187,37,142,8
New Jersey,Lindenwold,"21,524","1,220",526,637,57
New Jersey,Little Silver,"6,050",87,7,74,6
New Jersey,Livingston Township,"30,844",519,42,461,16
New Jersey,Lodi,"25,788",843,234,598,11
New Jersey,Logan Township,"6,103",151,34,111,6
New Jersey,Lower Township,"22,238",776,380,381,15
New Jersey,Lyndhurst Township,"22,183",468,54,382,32
New Jersey,Manasquan,"5,949",163,22,139,2
New Jersey,Manchester Township,"46,265",818,144,544,130
New Jersey,Maple Shade Township,"19,911",902,213,640,49
New Jersey,Maplewood Township,"25,088",623,116,507,0
New Jersey,Maywood,"9,966",262,57,192,13
New Jersey,Medford Township,"24,447",511,114,371,26
New Jersey,Middlesex Borough,"14,423",215,30,180,5
New Jersey,Middle Township,"20,845",960,284,533,143
New Jersey,Midland Park,"6,930",124,44,79,1
New Jersey,Millburn Township,"22,417",714,17,689,8
New Jersey,Milltown,"6,947",196,16,172,8
New Jersey,Millville,"27,550","2,125",553,"1,471",101
New Jersey,"Monroe Township, Gloucester County","38,222",986,222,655,109
New Jersey,Montclair,"41,117",954,215,738,1
New Jersey,Montvale,"8,436",108,5,82,21
New Jersey,Morristown,"20,418",860,356,459,45
New Jersey,Mount Ephraim,"4,615",413,47,324,42
New Jersey,Mount Olive Township,"28,970",402,119,268,15
New Jersey,Mullica Township,"5,798",211,83,120,8
New Jersey,Newark,"304,311","14,895","4,657","8,572","1,666"
New Jersey,New Brunswick,"55,971","3,245","1,150","1,874",221
New Jersey,New Milford,"16,897",148,26,118,4
New Jersey,Newton,"8,593",162,72,84,6
New Jersey,North Bergen Township,"58,378",963,415,525,23
New Jersey,North Haledon,"8,788",64,13,50,1
New Jersey,North Plainfield,"22,394",772,238,514,20
New Jersey,North Wildwood,"3,602",247,72,162,13
New Jersey,Oakland,"12,616",174,25,144,5
New Jersey,Ocean Gate,"2,000",89,11,68,10
New Jersey,"Ocean Township, Monmouth County","28,119","2,239",977,"1,125",137
New Jersey,"Ocean Township, Ocean County","9,031",101,29,57,15
New Jersey,Old Tappan,"5,799",67,7,54,6
New Jersey,Oradell,"8,139",92,4,88,0
New Jersey,Orange City,"33,615","1,309",361,839,109
New Jersey,Palmyra,"7,418",300,39,234,27
New Jersey,Paramus,"26,242","1,400",85,"1,292",23
New Jersey,Park Ridge,"10,040",53,6,45,2
New Jersey,Parsippany-Troy Hills Township,"56,193","1,163",179,970,14
New Jersey,Passaic,"69,003","3,468","1,208","2,046",214
New Jersey,Pennsauken Township,"37,198","2,250",492,"1,709",49
New Jersey,Penns Grove,"4,821",281,116,125,40
New Jersey,Pennsville Township,"12,651",701,188,477,36
New Jersey,Point Pleasant Beach,"4,903",243,54,180,9
New Jersey,Pompton Lakes,"10,875",205,68,130,7
New Jersey,Princeton ,"30,797",579,73,484,22
New Jersey,Rahway,"30,149",586,137,422,27
New Jersey,Ridgefield Park,"13,067",327,45,262,20
New Jersey,Ridgewood,"26,485",497,110,385,2
New Jersey,Ringwood,"11,456",66,11,52,3
New Jersey,Riverdale,"4,105",135,9,118,8
New Jersey,River Edge,"11,950",229,25,204,0
New Jersey,River Vale Township,"9,789",82,13,68,1
New Jersey,Rochelle Park Township,"5,841",190,25,116,49
New Jersey,Rockaway Township,"26,377",469,89,380,0
New Jersey,Roseland,"6,149",106,4,102,0
New Jersey,Roselle Park,"13,825",236,39,190,7
New Jersey,Roxbury Township,"23,293",265,15,250,0
New Jersey,Rutherford,"18,592",410,41,366,3
New Jersey,Saddle River,"3,338",123,13,98,12
New Jersey,Salem,"5,319",378,126,169,83
New Jersey,Scotch Plains Township,"24,490",417,62,347,8
New Jersey,Sea Isle City,"2,135",230,25,202,3
New Jersey,Seaside Heights,"2,507",411,151,159,101
New Jersey,Seaside Park,"1,486",50,12,35,3
New Jersey,Secaucus,"20,519","1,277",227,894,156
New Jersey,Shrewsbury,"4,188",149,12,134,3
New Jersey,Somerdale,"5,531",420,56,357,7
New Jersey,Somers Point,"10,467",486,153,304,29
New Jersey,South Amboy,"9,277",229,62,161,6
New Jersey,South Brunswick Township,"46,442","1,077",277,788,12
New Jersey,South Hackensack Township,"2,668",194,33,135,26
New Jersey,South Orange Village,"18,029",363,34,328,1
New Jersey,South Plainfield,"24,211",672,112,539,21
New Jersey,South River,"15,877",193,77,114,2
New Jersey,Sparta Township,"20,348",262,65,184,13
New Jersey,"Springfield Township, Union County","16,860",595,83,488,24
New Jersey,Stafford Township,"30,365",564,65,456,43
New Jersey,Stanhope,"3,572",47,14,29,4
New Jersey,Stratford,"6,954",227,57,139,31
New Jersey,Teaneck Township,"42,128","1,107",209,868,30
New Jersey,Toms River Township,"99,239","3,350",947,"2,087",316
New Jersey,Ventnor City,"9,226",403,51,296,56
New Jersey,Vernon Township,"22,623",82,37,36,9
New Jersey,Verona,"14,272",157,7,148,2
New Jersey,Vineland,"61,110","4,206","1,345","2,370",491
New Jersey,Waldwick,"10,055",103,7,95,1
New Jersey,Wallington,"11,749",278,41,232,5
New Jersey,Wanaque,"11,089",151,33,113,5
New Jersey,Warren Township,"15,747",184,7,171,6
New Jersey,Watchung,"6,468",476,98,362,16
New Jersey,Waterford Township,"10,393",233,111,119,3
New Jersey,Wayne Township,"53,828","2,227",356,"1,616",255
New Jersey,Weehawken Township,"17,499",376,65,307,4
New Jersey,Westampton Township,"9,099",478,107,345,26
New Jersey,Westfield,"30,628",477,41,427,9
New Jersey,West Milford Township,"24,373",205,59,141,5
New Jersey,West New York,"52,021","1,257",333,902,22
New Jersey,West Orange,"47,722","1,393",224,"1,160",9
New Jersey,Wharton,"7,225",171,40,129,2
New Jersey,Wildwood Crest,"3,079",191,42,133,16
New Jersey,Woodbury Heights,"3,122",74,20,49,5
New Jersey,Woodcliff Lake,"6,058",87,8,79,0
New Jersey,Woodland Park,"13,171",261,60,198,3
New Jersey,Woodstown,"3,692",66,29,35,2
New Mexico,Albuquerque,"560,557","63,396","14,134","44,256","5,006"
New Mexico,Angel Fire,"1,215",42,16,26,0
New Mexico,Anthony,"8,631",150,75,67,8
New Mexico,Artesia,"12,084",765,170,569,26
New Mexico,Aztec,"6,130",318,113,139,66
New Mexico,Bayard,"2,070",72,42,22,8
New Mexico,Belen,"7,460",899,208,542,149
New Mexico,Bloomfield,"7,335",422,189,184,49
New Mexico,Bosque Farms,"4,099",155,30,103,22
New Mexico,Capitan,"1,414",98,57,33,8
New Mexico,Carlsbad,"31,532","2,532",620,"1,718",194
New Mexico,Cimarron,814,21,5,16,0
New Mexico,Clayton,"2,779",19,13,6,0
New Mexico,Cloudcroft,786,19,5,11,3
New Mexico,Clovis,"37,734","2,268",616,"1,534",118
New Mexico,Corrales,"8,652",99,18,79,2
New Mexico,Dexter,"1,065",0,0,0,0
New Mexico,Edgewood,"6,125",208,35,159,14
New Mexico,Farmington,"46,249","4,656","1,827","2,160",669
New Mexico,Gallup,"21,228","3,225","1,276","1,853",96
New Mexico,Grants,"9,199",116,42,70,4
New Mexico,Hobbs,"38,912","5,606","1,480","3,590",536
New Mexico,Hope,106,2,1,1,0
New Mexico,Jal,"2,099",68,17,47,4
New Mexico,Las Cruces,"114,102","13,393","3,078","9,679",636
New Mexico,Las Vegas,"13,151","1,078",333,615,130
New Mexico,Logan,966,19,2,16,1
New Mexico,Lordsburg,"2,229",84,23,30,31
New Mexico,Los Alamos,"19,227",185,62,107,16
New Mexico,Los Lunas,"18,366","1,592",296,"1,198",98
New Mexico,Magdalena,795,29,7,20,2
New Mexico,Mesilla,"1,788",27,1,26,0
New Mexico,Milan,"2,567",71,36,29,6
New Mexico,Moriarty,"1,973",176,24,124,28
New Mexico,Peralta,"3,432",132,35,71,26
New Mexico,Portales,"11,975",748,238,463,47
New Mexico,Raton,"6,063",270,85,144,41
New Mexico,Rio Rancho,"107,435","5,256","1,501","3,404",351
New Mexico,Roswell,"47,625","5,322","1,638","2,561","1,123"
New Mexico,Santa Clara,"1,588",45,18,24,3
New Mexico,Santa Fe,"88,705","8,956","1,866","6,777",313
New Mexico,Santa Rosa,"2,846",149,71,71,7
New Mexico,San Ysidro,166,3,3,0,0
New Mexico,Springer,945,20,9,10,1
New Mexico,Sunland Park,"17,441",618,303,249,66
New Mexico,Taos,"6,613",976,217,702,57
New Mexico,Truth or Consequences,"6,060",254,64,179,11
New Mexico,Tucumcari,"5,162",114,2,94,18
New York,Albany,"98,104","10,850","3,300","6,884",666
New York,Arcade Village,"1,975",36,10,17,9
New York,Auburn,"26,531","1,989",848,"1,009",132
New York,Batavia,"15,438","1,093",390,668,35
New York,Beacon,"13,729",315,72,236,7
New York,Bedford Town,"16,989",25,4,21,0
New York,Bethlehem Town,"34,872",913,228,660,25
New York,Binghamton,"47,259","4,067","1,079","2,705",283
New York,Brighton Town,"36,380","1,435",259,"1,162",14
New York,Brockport Village,"6,924",167,83,75,9
New York,Buffalo,"275,710","25,968","7,451","17,460","1,057"
New York,Canton Village,"7,046",95,27,57,11
New York,Carmel Town,"33,868",404,68,315,21
New York,Chester Village,"4,079",56,11,44,1
New York,Clarkstown Town,"80,487","2,647",524,"2,059",64
New York,Colonie Town,"81,035","4,755",777,"3,884",94
New York,Cortland,"17,061","1,743",656,"1,000",87
New York,Deerpark Town,"7,531",114,48,64,2
New York,Dunkirk,"12,530",565,130,356,79
New York,East Fishkill Town,"29,769",502,124,359,19
New York,East Rochester Village,"6,212",236,65,158,13
New York,Ellicott Town,"5,350",307,48,256,3
New York,Endicott Village,"13,397",797,234,531,32
New York,Fairport Village,"5,378",49,13,35,1
New York,Fishkill Village,"2,153",49,8,41,0
New York,Fredonia Village,"9,763",294,39,253,2
New York,Freeport Village,"44,003","1,091",331,680,80
New York,Glens Falls,"14,639",475,142,234,99
New York,Goshen Town,"8,679",188,37,150,1
New York,Gouverneur Village,"3,587",402,124,250,28
New York,Greece Town,"95,525","4,508","1,068","3,387",53
New York,Greenburgh Town,"45,094","1,159",130,"1,013",16
New York,Hempstead Village,"58,469","2,152",650,"1,163",339
New York,Hyde Park Town,"21,071",234,58,170,6
New York,Ilion Village,"7,629",428,98,314,16
New York,Irondequoit Town,"50,090","1,616",251,"1,303",62
New York,Jamestown,"28,208","3,475","1,216","1,811",448
New York,Johnson City Village,"15,107","1,311",339,860,112
New York,Lakewood-Busti,"7,434",500,54,416,30
New York,Le Roy Village,"4,263",212,79,132,1
New York,Lewiston Town and Village,"15,781",327,97,222,8
New York,Lloyd Town,"11,372",193,56,113,24
New York,Marlborough Town,"8,900",74,23,46,5
New York,Massena Village,"10,165",312,75,165,72
New York,Maybrook Village,"3,184",34,16,15,3
New York,Middletown,"30,538","1,516",454,868,194
New York,New Hartford Town and Village,"20,415",976,112,839,25
New York,New Paltz Town and Village,"14,732",163,55,107,1
New York,New Rochelle,"82,628","1,365",219,"1,077",69
New York,Niagara Falls,"48,129","4,424","1,405","2,810",209
New York,Niagara Town,"7,808",361,64,294,3
New York,North Tonawanda,"30,358",995,279,579,137
New York,Ogdensburg,"9,933",870,293,527,50
New York,Ogden Town,"20,293",470,149,315,6
New York,Old Westbury Village,"4,229",88,9,76,3
New York,Olean,"13,671",946,297,606,43
New York,Oneonta City,"12,447",283,64,211,8
New York,Orangetown Town,"39,317",682,159,495,28
New York,Oswego City,"17,299","1,695",621,925,149
New York,Plattekill Town,"10,534",72,26,40,6
New York,Port Jervis,"8,738",708,251,307,150
New York,Potsdam Village,"8,279",148,45,97,6
New York,Poughkeepsie Town,"40,966","1,721",372,"1,304",45
New York,Rochester,"210,270","22,517","6,284","15,045","1,188"
New York,Rome,"31,834","1,511",559,903,49
New York,Rosendale Town,"5,813",73,22,50,1
New York,Rotterdam Town,"30,569","1,289",312,976,1
New York,Saugerties Town,"19,323",472,186,275,11
New York,Schenectady,"67,101","6,745","2,401","4,158",186
New York,Seneca Falls Town,"8,894",453,188,248,17
New York,Shandaken Town,"2,896",39,12,27,0
New York,Shawangunk Town,"13,680",73,21,49,3
New York,Sherrill,"3,001",29,6,23,0
New York,Southold Town,"21,347",735,185,538,12
New York,Spring Valley Village,"33,044","1,387",459,871,57
New York,Stony Point Town,"14,749",149,38,89,22
New York,Tarrytown Village,"11,587",109,22,85,2
New York,Ulster Town,"12,803",258,61,187,10
New York,Utica,"63,906","5,689","1,803","3,716",170
New York,Vestal Town,"29,553","1,285",223,926,136
New York,Walden Village,"6,819",184,51,125,8
New York,Waterloo Village,"4,841",198,95,93,10
New York,Watertown,"24,558","3,246","1,289","1,766",191
New York,Webster Town and Village,"45,230",754,144,561,49
New York,Westfield Village,"2,951",72,29,38,5
New York,Woodstock Town,"6,322",57,12,44,1
New York,Yonkers,"208,100","5,278","1,379","3,588",311
New York,Yorktown Town,"35,529",652,134,486,32
North Carolina,Aberdeen,"9,528",890,170,482,238
North Carolina,Ahoskie,"4,830",552,75,276,201
North Carolina,Albemarle,"16,819","1,583",304,943,336
North Carolina,Andrews,"1,707",137,41,73,23
North Carolina,Angier,"6,127",277,37,156,84
North Carolina,Apex,"66,024","2,029",403,"1,289",337
North Carolina,Archdale,"12,002",564,57,385,122
North Carolina,Asheboro,"27,275","3,338",712,"2,126",500
North Carolina,Asheville,"93,729","10,943","2,518","7,334","1,091"
North Carolina,Atlantic Beach,"1,420",230,55,136,39
North Carolina,Ayden,"5,068",333,77,163,93
North Carolina,Beaufort,"4,678",290,102,113,75
North Carolina,Beech Mountain,678,24,12,12,0
North Carolina,Belhaven,"1,405",83,31,40,12
North Carolina,Belmont,"15,297","1,249",185,809,255
North Carolina,Benson,"4,246",605,155,332,118
North Carolina,Bessemer City,"5,569",289,70,147,72
North Carolina,Beulaville,"1,109",188,33,92,63
North Carolina,Biltmore Forest,"1,433",44,3,24,17
North Carolina,Biscoe,"1,868",279,9,164,106
